"Instruction","Response","Category"
"টেক্সটে প্রদত্ত C++ কোডটি কি বোঝায়?","কোডটি একটি মাস্কের সাবমাস্কগুলোর উপর একটি ফাংশন fhat প্রয়োগ করে, যেখানে fhat[mask] হলো f[submask] এর সমষ্টি।","Reasoning"
"মাস্কের সাবমাস্কের সংখ্যা কত?","একটি মাস্কের সাবমাস্কের সংখ্যা হলো 2^n, যেখানে n হলো মাস্কের বিটের সংখ্যা।","Factual"
"T(n) কি বোঝায়?","T(n) বোঝায় y ⊆ x এমন কতগুলো পেয়ার (x, y) আছে।","Factual"
"কেন T(n) = 3^n?","T(n) = 3^n কারণ প্রতিটি বিটের জন্য ৩টি অপশন আছে: (0, 0), (1, 0), (1, 1)।","Causal"
"O(n2n) কি বোঝায়?","O(n2n) বোঝায় একটি মাস্কের সাবমাস্কগুলোর উপর একটি ফাংশন প্রয়োগ করার সময় জটিলতা।","Reasoning"
"সাবমাস্কগুলো কি ভাবে সাজানো হয়?","সাবমাস্কগুলো সাজানো হয় একটি নির্দিষ্ট ক্রমে, যেমন বাম থেকে ডানে।","Factual"
"backtrack ফাংশনটি কি করে?","backtrack ফাংশনটি একটি মাস্কের সাবমাস্কগুলো তৈরি করে এবং তাদের একটি ভেক্টরে সংরক্ষণ করে।","Reasoning"
"10110 এর সাবমাস্কগুলো কি?","10110 এর সাবমাস্কগুলো হলো: 10110, 10100, 10010, 10000, 00110, 00100, 00010, 00000।","Factual"
"ডিপি টেবিলে dp[i, mask] কি বোঝায়?","dp[i, mask] এমন সব মেমো যা (n, i] বিটগুলো mask এর সমান এবং (i, 0] বিটগুলো mask এর সাবমাস্ক।","Factual"
"ডিপি টেবিলে dp[i, mask] এর মান কীভাবে নির্ধারণ করা হয়?","dp[i, mask] এর মান নির্ধারণ করা হয় দুটি ক্ষেত্রে: যদি mask এর (i-1) তম বিট 1 হয়, তবে dp[i, mask] = dp[i-1, mask] + dp[i-1, mask - 2^(i-1)]। যদি mask এর (i-1) তম বিট 0 হয়, তবে dp[i, mask] = dp[i-1, mask]।","Causal"
"ডিপি টেবিলের মান ব্যবহার করে কিভাবে আমরা fhat[mask] এর মান বের করতে পারি?","fhat[mask] এর মান dp[n, mask] এর সমান। আমরা dp টেবিলের মান ব্যবহার করে fhat[mask] এর মান বের করতে পারি।","Reasoning"
"প্রোগ্রামটিতে কি ধরনের ডিপি ব্যবহার করা হয়েছে?","প্রোগ্রামটিতে মেমোাইজেশন সহ ট্যাবুলেশন ডিপি ব্যবহার করা হয়েছে।","Factual"
"ডিপি টেবিলের আকার কিভাবে কমানো যায়?","আমরা dp[2][1 << n] 2D অ্যারের ব্যবহার করে আকার কমাতে পারি।","Reasoning"
"f(mask) ফাংশনটি কি বোঝায়?","f(mask) ফাংশনটি একটি মাস্কের জন্য একটি নির্দিষ্ট মান বের করতে ব্যবহৃত হয়।","Factual"
"কিভাবে আমরা P(i) এর মান বের করতে পারি?","P(i) এর মান বের করতে আমরা A অ্যারের উপাদানগুলির সমষ্টি ব্যবহার করতে পারি।","Reasoning"
"ডিপি টেবিলের মান ব্যবহার করে কিভাবে আমরা একটি মাস্কের সাবমাস্কগুলি বের করতে পারি?","আমরা dp টেবিলের মান ব্যবহার করে একটি মাস্কের সাবমাস্কগুলি বের করতে পারি।","Reasoning"
"প্রোগ্রামটিতে কি ধরনের অ্যালগরিদম ব্যবহার করা হয়েছে?","প্রোগ্রামটিতে ডায়নামিক প্রোগ্রামিং অ্যালগরিদম ব্যবহার করা হয়েছে।","Factual"
"কিভাবে আমরা fhat[mask] এর মানগুলিকে অপটিমাইজ করতে পারি?","আমরা fhat[mask] এর মানগুলিকে O(2^n) সময়ে অপটিমাইজ করতে পারি।","Reasoning"
"টেক্সটে প্রদত্ত ১ডি প্রিফিক্স সাম অ্যারের সূত্রটি কী?","P(i) = P(i −1) + A(i)","Factual"
"১ডি প্রিফিক্স সাম অ্যারের সূত্রটি কেন ব্যবহৃত হয়?","এটি ব্যবহার করা হয় অ্যারের প্রতিটি উপাদানের সাথে তার পূর্ববর্তী উপাদানগুলির যোগফল দ্রুত গণনা করার জন্য।","Causal"
"২ডি প্রিফিক্স সাম অ্যারের সূত্র P[x, y] = P[x −1, y] + P[x, y −1] −P[x −1, y −1] + G[x, y] কী নির্দেশ করে?","এটি নির্দেশ করে যে কিভাবে একটি ২ডি ম্যাট্রিক্সের প্রিফিক্স সাম অ্যারের মান গণনা করা যায়।","Reasoning"
"G[x, y] এর প্রিফিক্স সাম অ্যারে P[x, y] কিভাবে গণনা করা যায়?","P[x, y] = Px i=0 Py j=0 G[i, j]","Factual"
"২ডি প্রিফিক্স সাম অ্যারের সূত্রটি ব্যবহার করে একটি ম্যাট্রিক্সের সাব-ম্যাট্রিক্সের যোগফল কীভাবে দ্রুত গণনা করা যায়?","এটি ব্যবহার করে, আমরা O(1) সময়ে সাব-ম্যাট্রিক্সের যোগফল গণনা করতে পারি।","Reasoning"
"R এবং C অ্যারের উদ্দেশ্য কী?","R এবং C অ্যারেগুলি ২ডি প্রিফিক্স সাম অ্যারের গণনাকে সহজ করার জন্য ব্যবহৃত হয়।","Factual"
"R[x, y] এবং C[x, y] কিভাবে গণনা করা যায়?","R[x, y] = Py i=0 G[x, i] এবং C[x, y] = Px i=0 R[i, y]","Factual"
"৩ডি প্রিফিক্স সাম অ্যারের সূত্রটি কী?","for(int i = 0; i < lim_x; ++i) { for(int j = 0; j < lim_y; ++j) { for(int k = 0; k < lim_z; ++k) { if(i != 0) a[i][j][k] += a[i-1][j][k]; } } }","Factual"
"প্রিফিক্স সাম অ্যারের ব্যবহারের সুবিধা কী?","এটি সাব-অ্যারের যোগফল দ্রুত গণনা করার একটি উপায় প্রদান করে।","Reasoning"
"প্রিফিক্স সাম অ্যারের সময় জটিলতা কী?","O(n) বা O(n*m) বা O(n*m*lim_z) ইত্যাদি।","Factual"
"n-ডাইমেনশন হাইপারকিউবের ভার্টেক্স সংখ্যা কত?","2ⁿ-টি।","Factual"
"কেন ζ ম্যাট্রিক্সটি invertible বা উল্টানো যায়?","কারণ এটি একটি lower-ত্রিভুজ ম্যাট্রিক্স যার ডায়াগোনালে সবগুলো উপাদান ১, ফলে এর নির্ণায়ক ১ থাকায় এটি অবশ্যই invertible।","Causal"
"Möbius inversion-এর মাধ্যমে কোনো φ(f) ফাংশন থেকে আবার পূর্বের f ফাংশনটি নিশ্চয়তার সঙ্গে পাওয়া যাবে—এই বক্তব্যের গাণিতিক ভিত্তি কতটুকু শক্ত?","ζ ম্যাট্রিক্সের invertibility-এর কারণে ζ⁻¹ বর্তমান থাকায় যেকোনো ˆf থেকে নির্দিষ্টভাবে f = µˆf হিসেবে পাওয়া যায়; অতএব নিশ্চয়তা সম্পূর্ণ।","Reasoning"
"ζ[x, y] কখন ১ হয়?","যখন y ⊆ x হয়।","Factual"
"Möbius inversion-এর সময় ζ-এর বিপরীত ম্যাট্রিক্স µ কীভাবে গঠিত হয়?","ζ যেহেতু lower-triangular এবং ডায়াগোনালে সব ১, তাই µ = ζ⁻¹ হিসেবে একে ত্রিকোণ বিপরীত ম্যাট্রিক্স হিসেবে সংজ্ঞায়িত করা হয়; প্রতিটি উপাদান µ[x,y] = (−1)^|x\y| যখন y ⊆ x, অন্যথায় ০।","Causal"
"২-ডাইমেনশনাল অ্যারে (limx = 2, limy = 2)-কে যদি হাইপারকিউব ধরি, তাহলে এটি কি 4-ভার্টেক্সের একটা ‘‘সেল’’ হিসেবে বিবেচিত হবে?","হ্যাঁ, কারণ এখানে n = 2, যার 2² = 4 ভার্টেক্স, সুতরাং এটি একটি পূর্ণ সেল।","Reasoning"
"n · 2ⁿ⁻¹-টি বিটম্যাস্ক পেয়ারে কোন অপারেশনগুলো ঘটে?","f[x] := f[x] + f[y] যোগ অপারেশন ঘটে।","Factual"
"Zeta transform-এর কোডে mask >> i & 1 পরীক্ষাটির কাজ কী?","এটি পরীক্ষা করে i-তম বিটটি ১ কি না; যদি ১ হয় তবে mask - (1 << i) আগের প্রান্তবিন্দু থেকে বর্তমান mask-এ উপাদান যোগ করা হয়।","Causal"
"ˆf কে Möbius inversion করলে পুরনো f ফাংশনটি পাওয়া যায়—এই বিষয়টি কি শুধু যোগ অপারেশনের জন্য খাটে না অন্যান্য invertible অপারেশনের জন্যও খাটবে?","যোগের বিপরীত যোগ আছে বলে এটি খাটে; গুণ, XOR ইত্যাদির জন্য আলাদা Möbius ফাংশন প্রয়োজন, সুতরাং সর্বত্র খাটবে না।","Reasoning"
"ˆf(J) কীভাবে সংজ্ঞায়িত করা হয়েছে?","ˆf(J) = ⋂_{j∈J} Aj","Factual"
"কেন ˆf(J) কে “intersection of sets” বলা হয়?","কারণ ˆf(J) সংজ্ঞায়িত হয়েছে J-এর সব সূচক j এর জন্য Aj-এর ছেদ হিসেবে, যা সরাসরি সেটগুলোর ছেদ নির্দেশ করে।","Causal"
"f(J) এবং ˆf(J)-এর পার্থক্য Venn চিত্রে কীভাবে প্রতিফলিত হয়?","f(J) হলো কেবলমাত্র J-এর মধ্যে থাকা সূচকের Aj-এর ছেদ এবং বাইরের সূচকের সঙ্গে কোনো উপাদান না থাকা অঞ্চল, অর্থাৎ একটি “face”; আর ˆf(J) হলো J-এর সব সূচকের Aj-এর ছেদ, যেখানে অন্যান্য সূচকের উপাদান থাকা-না-থাকা গুরুত্বপূর্ণ নয়, অর্থাৎ একটি “intersection of sets”। Venn-চিত্রে f(J) হলো বিচ্ছিন্ন একটি খণ্ড, যেখানে ˆf(J) হলো একাধিক খণ্ডের সমষ্টি।","Reasoning"
"Möbius inversion-এর সূত্রে “intersection of sets” কীভাবে “face”-এ রূপান্তরিত হয়?","μ(intersection of sets) = face","Factual"
"কেন Möbius inversion ব্যবহার করলে intersection-এর তথ্য থেকে face-এর তথ্য পাওয়া যায়?","কারণ Möbius inversion হলো inclusion–exclusion-এর মাধ্যমে ছোট অঞ্চলগুলোকে বড় অঞ্চল থেকে বিয়োগ করার প্রক্রিয়া, যার ফলে অতিরিক্ত উপাদানগুলো বাদ পড়ে এবং শুধুমাত্র নির্দিষ্ট J-এর জন্য একেবারে নিখুঁত “face” অঞ্চলটি পাওয়া যায়।","Causal"
"ζ⊇-transform এবং Möbius inversion একে অপরের বিপরীত কাজ করছে—এই বিপরীতত্ব কোন্ প্রক্রিয়াগুলোর মাধ্যমে নিশ্চিত হয়?","ζ⊇-transform face-কে intersection-এ রূপান্তর করে, যেখানে Möbius inversion intersection-কে ফিরিয়ে face-এ আনে; এই বিপরীতত্ব inclusion–exclusion-এর চিহ্নবদল এবং সূচকের আদান-প্রদানের মাধ্যমে নিশ্চিত হয়, যা partial-order-এর Möbius function-এর সংজ্ঞা থেকেই আসে।","Reasoning"
"fhat[mask] -= fhat[mask - (1<<i)]; স্টেটমেন্টটি কোন transform-এর inversion ধাপ?","zeta transform-এর inversion ধাপ","Factual"
"কেন mask বৃহত্তর মান থেকে কমিয়ে লুপ চালানো হয় এবং একই সঙ্গে mask - (1<<i) থেকে বিয়োগ করা হয়?","কারণ বড় mask আগে প্রসেস করলে ছোট mask-এর জন্য ইতিমধ্যে আপডেট করা মান ব্যবহৃত হয়, যা inclusion–exclusion-এর সঠিক বিয়োগের ক্রম নিশ্চিত করে এবং zeta inversion-এর চাহিদা অনুযায়ী ‘বড় থেকে ছোট’ আপডেট নিশ্চিত করে।","Causal"
"যদি আমরা mask ক্রম ঊর্ধ্বক্রমে (০ থেকে শুরু করে) বাড়িয়ে চলতাম, তাহলে inversion-এর ফলাফল কীভাবে পরিবর্তিত হতো এবং কেন এটি গাণিতিকভাবে ভুল হতো?","ঊর্ধ্বক্রমে চললে ছোট mask-এর জন্য ইতিমধ্যে আপডেট করা মান বড় mask-এর পরবর্তী বিয়োগে ব্যবহৃত হতো, ফলে একই উপাদান একাধিকবার বিয়োগ হতো; এটি inclusion–exclusion-এর চিহ্নবিধি লঙ্ঘন করত এবং সঠিক face-মান না পাওয়া যেত।","Reasoning"
"A∅ কী মান এবং এটি কেন বিশেষ?","A∅= ∅; এটি বিশেষ কারণ খালি সূচকের জন্য সংজ্ঞায়িত কোনো intersection নেই, তাই এটি শূন্য সেট।","Factual"
"µ⊆-inversion ফর্মুলাটি কী?","f(X) = Σ_{Y ⊆ X} (−1)^{|X\Y|}  ˆf(Y)","Factual"
"2006 সালে Björklund et al. কেন O(n²2ⁿ) সময়ে subset convolution বের করার উপায় প্রকাশ করেছিল?","তারা দেখিয়েছিলেন যে zeta/möbius transforms ও Möbius inversion ব্যবহার করে convolution-টি আরও দ্রুত করা যায়, যা অ্যালগরিদম ডিজাইনে বিপুল প্রভাব ফেলে।","Causal"
"ˆf[i, S] ও ˆg[k–i, S] গুণ করে যোগ করলে কেন pk(S) এর zeta transform ˆpk(S) পাওয়া যায়?","কারণ প্রতিটি i-র জন্য ˆf[i, S] ও ˆg[k–i, S] যথাক্রমে i-এলিমেন্ট ও (k–i)-এলিমেন্টের সব উপসেটের মান যোগ করে; সেগুলি গুণ করলে শুধু pairwise-disjoint U,V জোড়াগুলির অবদান থাকে, যাদের |U|+|V|=k হলে সেগুলি pk(S)-এর মধ্যেই পড়ে, ফলে Σ_i ˆf[i,S]·ˆg[k–i,S] = ˆpk(S) হয়।","Reasoning"
"pk(S) সংজ্ঞায়িত হয় কীভাবে?","pk(S) = Σ_{U,V ⊆ S, U∪V=S, |U|+|V|=k} f(U) g(V)","Factual"
"Fast subset convolution-এর core ধাপে ˆpk(S) বের করার পরও কেন Möbius inversion দরকার হয়?","ˆpk(S) শুধু zeta transform; সেটিকে মূল pk(S) এ পেতে হলে Möbius inversion প্রয়োজন, কারণ inversion-ই আসল pk(S) পুনরুদ্ধার করে।","Causal"
"(f∗g)(S) সংজ্ঞায় U ও V কেন অবশ্যই disjoint হতে হবে?","সংজ্ঞাটি Σ_{T⊆S} f(T)g(S\T) আকারে লেখা হয়; এখানে T ও S\T স্বাভাবিকভাবেই disjoint, তাই U ও V-কে যখন U∪V=S ও U∩V=∅ রূপে পুনরায় লেখা হয়, তখন তারা অবশ্যই disjoint থাকে, নয়ত গণনায় দ্বিগুণ এলিমেন্ট এসে যাবে।","Reasoning"
"Möbius transform ˆf[i, S] কোন সীমার মধ্যে সংজ্ঞায়িত?","i = 0,1,2,…,n এবং S ⊆ N","Factual"
"zeta transform ˆf(Y) থেকে মূল f(X) পেতে কেন (−1)^{|Y\X|} ভিতরে থাকা প্রয়োজন?","কারণ inclusion–exclusion এর চিহ্নটি উপসেটের পার্থক্যের আকারে নির্ভর করে; (−1)^{|Y\X|} সেই inclusion–exclusion ওভারকাউন্ট ঠিক করতে চিহ্ন নিয়ন্ত্রণ করে।","Causal"
"যদি ˆf[i,S] ও ˆg[k–i,S] শূন্য হয় ∀i, তবে pk(S) ও (f∗g)(S) কী হবে?","উভয়ই 0 হবে, কারণ ˆpk(S)=Σ_i ˆf[i,S]·ˆg[k–i,S]=0 এবং (f∗g)(S)=p_{|S|}(S)=0 (যেহেতু pk(S) শূন্য ⇒ p_{|S|}(S) শূন্য)।","Reasoning"
"Fast Subset Convolution এর সবচেয়ে বড় time-complexity কত?","O(n²2ⁿ)","Factual"
"উদাহরণ ৯.২-এ প্রদত্ত এলগরিদমের মোট সময়জটিলতা কত?","O(n²2ⁿ)","Factual"
"উদাহরণ ৯.২-এ zeta transform কেন দুটি ভিন্ন ধাপে (f ও g-র জন্য আলাদা করে) প্রয়োগ করা হয়?","কারণ প্রতিটি ফাংশনের জন্য সেট-আনুসারে বিট-মাস্ক অনুযায়ী ranked Möbius transform পৃথকভাবে নির্ণয় করতে হয়, যাতে পরবর্তী pk গঠনে সঠিক i ও k–i যুক্তি ব্যবহার করা যায়।","Causal"
"উদাহরণ ৯.৩-এর Cake Testing সমস্যায় দোকান সংখ্যা n = 18 হলে দিনের মোট সংখ্যা কত হবে এবং সেটি কি 2ⁿ-১-এর সমান?","2¹৮ − ১ = ২৬২১৪৩; অতএব দিনের সংখ্যা ২৬২১৪৩, যা 2ⁿ-১-এরই সমান।","Reasoning"
"Observation ৯.২.১-এ বলা হয়েছে x ≤ y হলে একটি z ≤ y থাকবে যাতে x ⊆ z; এই z-কে এক লাইনে কী বলা হয়েছে?","z-কে বলা হয়েছে “সাবমাস্ক”।","Factual"
"কেন C++ কোডে mask − (1 << j) ব্যবহার করা হয়েছে Möbius transform-এর সময়?","কারণ এটি mask-এর j-তম বিটটি ১ থাকলে সেটি ০ করে পূর্ববর্তী ছোট সাবমাস্ককে নির্দেশ করে, যাতে inclusion–exclusion যোগ/বিয়োগ সঠিকভাবে সম্পন্ন হয়।","Causal"
"Or-Plus-Max সমস্যায় g(k) সংজ্ঞায় (i|j) ⊆ k শর্তটি না থাকলে ফলাফল কীভাবে পাল্টেতে পারত?","শর্ত না থাকলে g(k) সর্বোচ্চ Ai + Aj সব i ≠ j-এর জন্য নির্ণয় করত, যা k-এর সাবসেট সীমাবদ্ধতা মানে না; ফলে একই g(k) সব k-এর জন্য গ্লোবাল ম্যাক্সিমাম হত এবং zeta/Möbius পদ্ধতির প্রয়োজন পড়ত না।","Reasoning"
"টেক্সটে উল্লিখিত প্রথম সমস্যাটিতে, i-তম দিনে কতবার লিফট ব্যবহার করতে হবে?","ai","Factual"
"উদাহরণ 9.4-এ, a-এর সাব-সিকোয়েন্সের or-sum k হওয়ার কারণ কী?","c(x) ফাংশনটি a-তে x কতবার আছে তা গণনা করে এবং ˆc = ζ(c) ব্যবহার করে or-sum k এর সাব-সিকোয়েন্সের সংখ্যা বের করা যায়।","Causal"
"উদাহরণ 9.5-এ, লিফটে ওজন সীমা W হলে, কি ধরনের সিদ্ধান্ত নিতে হবে?","লিফটে ওজন সীমা W হলে, dp(S) ফাংশনটি ব্যবহার করে সিদ্ধান্ত নিতে হবে যে কোন গরুগুলিকে লিফটে তুলে নিতে হবে এবং কোন গরুগুলিকে বাদ দিতে হবে।","Reasoning"
"টেক্সটে উল্লিখিত প্রথম সমস্যাটিতে, ai-এর মান কিভাবে যাচাই করা যায়?","ai এর ভ্যালুগুলোকে সামঞ্জস্যপূর্ণ কিনা তা যাচাই করতে হবে এবং ৯.৮.১ শর্তটি সন্তুষ্ট করে কিনা।","Factual"
"উদাহরণ 9.4-এ, a-এর সাব-সিকোয়েন্সের or-sum k হওয়ার জন্য কি ধরনের ফাংশন ব্যবহার করা হয়?","ˆf(x) = 2ˆc(x) ফাংশনটি ব্যবহার করে or-sum k এর সাব-সিকোয়েন্সের সংখ্যা বের করা যায়।","Causal"
"উদাহরণ 9.5-এ, লিফটে গরুদের ওজন সীমা W হলে, কি ধরনের সমস্যা দেখা দেয়?","লিফটে গরুদের ওজন সীমা W হলে, সমস্যা দেখা দেয় যে কোন গরুগুলিকে লিফটে তুলে নিতে হবে এবং কোন গরুগুলিকে বাদ দিতে হবে।","Reasoning"
"টেক্সটে উল্লিখিত প্রথম সমস্যাটিতে, কত দিনের জন্য লিফট ব্যবহার করতে হবে?","n দিন","Factual"
"উদাহরণ 9.4-এ, a-এর সাব-সিকোয়েন্সের or-sum k হওয়ার জন্য কি ধরনের সেট ব্যবহার করা হয়?","[S1, S2, ..., S2n-1] সেটটি ব্যবহার করে or-sum k এর সাব-সিকোয়েন্সের সংখ্যা বের করা যায়।","Causal"
"উদাহরণ 9.5-এ, লিফটে গরুদের ওজন সীমা W হলে, কি ধরনের অ্যালগরিদম ব্যবহার করা হয়?","dp(S) ফাংশনটি ব্যবহার করে লিফটে গরুদের ওজন সীমা W হলে সিদ্ধান্ত নিতে হবে।","Reasoning"
"টেক্সটে উল্লিখিত প্রথম সমস্যাটিতে, ai-এর মান কি ধরনের সীমাবদ্ধতা আছে?","1 ≤ ai ≤ 1000","Factual"
"উদাহরণ 9.5-এ, লিফটে গরুদের ওজন সীমা W হলে, কি ধরনের সমাধান পাওয়া যায়?","3n সিলউশন","Reasoning"
"Codeforce-এর AND Graph সমস্যায় কতটি নোড থাকবে গ্রাফ G-এ?","গ্রাফ G-তে m-টি নোড থাকবে, যেখানে m হলো সেট A-র উপাদান সংখ্যা।","Factual"
"কেন u থেকে v-এর মধ্যে বাই-ডিরেকশনাল এজ থাকবে শুধুমাত্র তখনই যখন x & y = 0?","কারণ সমস্যায় স্পষ্টভাবে বলা আছে, দুটি নোড সংযুক্ত হবে যদি কেবল তাদের মানের বিট-এ-বিট AND শূন্য হয়; এটি গ্রাফ গঠনের সংজ্ঞা।","Causal"
"যদি 2n-এর মান 2২ হয়, তবে নোডের উপস্থিত মানের সর্বোচ্চ সম্ভাব্য মান কত, এবং এটি কেন গুরুত্বপূর্ণ?","সর্বোচ্চ মান হবে 2²² − 1; এটি গুরুত্বপূর্ণ কারণ নোডের মানের পরিসীমা 0 থেকে 2n − 1 পর্যন্ত, এবং এই সীমা মেমরি ও অ্যালগরিদমের জটিলতা নির্ধারণ করে।","Reasoning"
"ter(S) কীভাবে সংজ্ঞায়িত করা হয়?","ter(S) = {u | (0, u) ∈ S}, অর্থাৎ টার্মিনাল নোডগুলোর মানের সমাবহার।","Factual"
"কেন আলাদা D গ্রাফ তৈরি করে BFS/DFS করা হলো—সরাসরি G-তে কেন নয়?","D গ্রাফে অতিরিক্ত লেয়ার যুক্ত করে উপাদান-নির্ভর ও বিট-পজিশন-ভিত্তিক নতুন এজ তৈরি করা হয়, যাতে u-এর অ্যাডজাসেন্ট দ্রুত খুঁজে পাওয়া যায়; G-তে এজ সংখ্যা O(m²) হতে পারে, যা অকার্যকর।","Causal"
"DFS-এর পর R সেটে যে নোডগুলো থাকবে, ter(R) থেকে কীভাবে নিশ্চিত হবে যে এগুলোই G-তে u-এর অ্যাডজাসেন্ট?","D-তে (n,u) থেকে রিচেবল সব নোড R; ter(R) সেই nোডগুলোর টার্মিনাল মান। সংজ্ঞা অনুযায়ী টার্মিনাল নোড (0,v) থাকলে v-ই হবে u-এর প্রকৃত প্রতিবেশী G-তে; সুতরাং ter(R) সেটটিই u-এর অ্যাডজাসেন্ট।","Reasoning"
"অ্যালগরিদমের টাইম কমপ্লেক্সিটি কত?","O(n·2ⁿ)।","Factual"
"কেন min(ksi , i) আসে কস্ট ফাংশনে?","কারণ i-তম অফারটি i-তম মাসে চালু হয়; যদি ksi < i হয় তবে ওই অফারের মেয়াদ ইতিমধ্যে শেষ, তাই ক্রিয়াশীল সময় min(ksi , i)।","Causal"
"আলাদা করে ksi < i শর্তের অফারগুলো পৃথক করলে কী অ্যাডভান্টেজ মেলে?","এতে min() ফাংশন দুই ভাগে ভেঙে যায়; অ্যালগরিদমিকভাবে আমরা কনসেকিউটিভ সেগমেন্ট-ভিত্তিক অপটিমাইজেশন (যেমন সেগমেন্ট-ট্রি বা প্রিফিক্স-সাম) ব্যবহার করে সমগ্র সামিটেশন O(n log n)-এ নামিয়ে আনতে পারি।","Reasoning"
"প্রথম টাইপ অফারগুলো কীভাবে সাজানো হলে সর্বোচ্চ লাভ পাওয়া যায়?","এগুলোকে bi-এর মান অনুসারে কমে থাকা ক্রমে সাজালে এবং প্রতিটি উপাদানকে p-তে, q-তে বা কোনোটাতেই না রেখে সর্বোচ্চ মানের সংমিশ্রণ বেছে নিলে সর্বোচ্চ লাভ পাওয়া যায়।","Factual"
"কেন bi-এর ডিক্রিসিং অর্ডার বজায় রাখা অপ্টিমাল সমাধানের জন্য অপরিহার্য?","কারণ এই ক্রমটি বজায় রাখলে ছোট i-তে বড় bi বেশি বার গুণ হয় না, ফলে মোট কস্ট কমে ও লাভ বাড়ে।","Causal"
"যদি q-এর উপাদানগুলো ইতোমধ্যেই ধার্য করা থাকে, তাহলে সেগুলোর সিরিয়াল ক্রম পরিবর্তন করে লাভ আরও বাড়ানো যায় কি না—বিশ্লেষণ করো।","না, কারণ q-এর জন্য i-তম স্লটে সর্বোচ্চ (aqi − bqi·i) মানটিই নির্বাচিত হয়; ক্রম পরিবর্তন করে কোনো উপাদানকে ছোট i-তে সরিয়ে লাভ বাড়ানো সম্ভব নয়, কারণ i বড় হলে বিয়োগীয় ঘাটতিও বাড়ে। সুতরাং বর্তমান ক্রমই সর্বোচ্চ লাভদায়ক।","Reasoning"
"উপাদানগুলোর তিনটি অপশন কী কী?","একটি উপাদান p-তে যেতে পারে, q-তে যেতে পারে বা কোনো সেটেই অন্তর্ভুক্ত না হতে পারে।","Factual"
"কেন q-তে যতগুলো উপাদান নেওয়া হবে তাদের সংখ্যা |q| হিসেবে গণনা করা হয়?","কারণ q-এর প্রতিটি স্লট i-তে লাভের সাথে i-এর মান যুক্ত; স্লট সংখ্যা বাড়লে i বৃদ্ধি পায় এবং লাভ-ক্ষতির হিসাব সঠিকভাবে করতে সংখ্যাটা জানা জরুরি।","Causal"
"একটি উপাদানকে p-তে নিলে এবং q-তে না নিলে মোট লাভে কী ধরনের প্রভাব পড়ে—বিশ্লেষণ করো।","p-তে নিলে উপাদানটির উপর ki ফ্যাক্টর কার্যকর হয়; ফলে লাভ ai − bi·ki আকারে যুক্ত হয়। q-তে না রাখায় i-এর উপর নির্ভরশীল বিয়োগ বাড়ে না, তাই উপাদানটির মোট অবদান স্থির ও পূর্বনির্ধারিত থাকে।","Reasoning"
"max সংকেতের ভেতরে |q|−1 পর্যন্ত যোগ চিহ্নটি কোন সূচকের জন্য প্রযোজ্য?","এটি q-এর স্লটগুলোর জন্য প্রযোজ্য, যেখানে প্রতিটি উপাদানের স্লট নম্বর 0 থেকে |q|−১ পর্যন্ত।","Factual"
"কেন একই উপাদান একই সাথে p এবং q উভয় সেটে থাকতে পারে না?","কারণ p∩q=∅ শর্তটি চুক্তিবদ্ধ; একই উপাদান দুই সেটে থাকলে ছাড়পত্র ও স্লট-ভিত্তিক লাভের হিসাব দ্বিগুণ হয়ে যেত এবং সর্বোচ্চ মানের লক্ষ্য ব্যাহত হত।","Causal"
"q-এর স্লট সংখ্যা বাড়ালে মোট লাভ অবশ্যই বাড়বে—এই দাবিটি কি সবসময় সত্য? যুক্তি দাও।","না; q-তে নতুন স্লট যুক্ত হলে পরবর্তী i বড় হয় এবং aqi − bqi·i ঋণাত্মকও হতে পারে। যদি ঋণাত্মক মান যুক্ত হয়, তাহলে মোট লাভ কমে যায়। অতএব স্লট সংখ্যা বৃদ্ধি অবশ্যই লাভ বাড়ায় না, উপাদানের aqi ও bqi-এর অনুপাত বিবেচনা করতে হয়।","Reasoning"
"83 নম্বর পৃষ্ঠার তথ্যসূত্রে কোন কনফারেন্সের নাম উল্লেখ আছে?","Thirty-Ninth Annual ACM Symposium on Theory of Computing, STOC ’07.","Factual"
